entity_name,license_numbers,dba_names
OWENS CLOTHING LLC,2011302394; 2017304393,PLATO'S CLOSET HENDERSON
"Oak Tree International Holdings, Inc.",2012309552; 2012309551,"Oak Tree Health; Oak Tree International Holdings, Inc."
OakWerks LLC,2026335271,OakWerks LLC
Oakes Innovations LLC,2025334293,Oakes Innovations LLC
"Oasis Counseling, LLC",2014302345; 2023323373,"Oasis Counseling, LLC"
"Oasis Endodontic Specialists (Morales), PLLC",2022318521,Oasis Endodontic Specialists
"Oasis Laundromat, LLC",2022320053,"Oasis Laundromat, LLC"
"Oasis Medical Associates, Inc.",2009304095,Oasis Medical Associates
Obsidian Motors LLC,2025334269,Obsidian Motors
Ocean of Change Therapy Services LLC,2020313050,Ocean of Change Therapy Services LLC
Oceanside Apartments LLC,2014301140,Oceanside Apartments LLC
Off the House LLC,2024331742,Off The House
Office Bauen LLC,2018309231,Office Bauen LLC
"OfficeMax North America, Inc.",2020314786,OfficeMax
"Official Advocates Consulting, LLC",2026335333,"Official Advocates Consulting, LLC"
Ogden Hospitality Group LLC,2025333928; 2025333929; 2025333936; 2025333937,SMKD BBQ; Hayworth
Oh Crap LLC,2026335611,Oh Crap LLC
Ohio Transmission LLC,2023321389,Ohio Transmission LLC
Oikos Development Corporation,2024329619,Oikos Development Corporation
Oikos Development Nevada,2024329614,Oikos Development Nevada
"Oiness Psychology Services, PLLC",2022320097,"Oiness Psychology Services, PLLC"
"Okuda Orthodontics, PLLC",2020313570,"Okuda Orthodontics, PLLC"
"Old Navy, LLC",2018306986,Old Navy #5790
Ole Johnny Olsen,2024330244,Lake Las Vegas Mobile Massage
Olen Residential Realty Corp,1993015899; 2001001758; 2000056677,Mariposa Flats; Invitational Apartments; Arroyo Grande Apartments
Olga Perez,2024329765,Olga's Cleaning Services
"Olive Garden Holdings, LLC",2025333107; 2025333108,The Olive Garden Italian Restaurant #6518; The Olive Garden Italian Restuarant #6518
Oliver Hemmers,2024331105,Oliver Hemmers
Oliver Lazic,2026334576,NURB7
"Olympus Group, Inc.",2023322352,"Olympus Group, Inc."
"Omar B. Cabahug, MD, Prof. Corp.",2006300697,"Omar B. Cabahug, MD, Prof. Corp."
Ombre Nails & Spa LLC,2022319940,Ombre Nails & Lashes
"Omega Air Conditioning, Inc.",2009300776,Shaun's Towing
Omega Associates LLC,2022319729,Nurse Next Door Paradise
"Omelet House, Inc.",1994029438,Omelet House Family Diner
Omnia Home Care LLC,2023322646,Omnia Home Care
OmniaCare LLC,2024331015,OmniaCare LLC
"On Good Terms, LLC",2015303783,On Good Terms
On Time Handyman Services LLC,2024331302,On Time Handyman Services LLC
"On To Alaska, LLC",2023329290,"On To Alaska, LLC"
On Watch LLC,2023322918,On Watch LLC
On-Site Grooming LLC,2026334731,Mobile Pet Wash On-Site Grooming
Once Upon A Nail Salon LLC,2022318982; 2022318983; 2022319597,Once Upon a Nail Salon; Once Upon A Nail Salon
Once Upon a Gig LLC,2022320503,Once Upon a Gig
"Oncology Consultants, PLLC",2024329495,"Oncology Consultants, PLLC"
"One Call Locators, Ltd.",2023321864,ELM Utility Services
One Percent Counseling LLC,2026334910,One Percent Counseling LLC
One Security LLC,2018308526,Legacy Lock and Key
One Shot Energy LLC,2024329973,One Shot Energy LLC
"One Stop 4 Flooring, LLC",2016300818,ONE STOP 4 FLOORING
One-Line LLC,2026336267,One-Line LLC
One40 Beauty Lounge LLC,2014301487; 2014301486,One40 Beauty Lounge
OneHill Lacrosse,2025332319,OneHill Lacrosse
"OneKey Home Care - NV, LLC",2023322776,FirstLight Homecare of Nevada
"OneMain Financial Group, LLC",2018308893,OneMain Auto
Oneplus L.L.C.,2016302011,Munch Box
Onity Mortgage Corporation,2016301303,Onity Mortgage Corporation
Online Music Education LLC,2021315907,FREEJAZZLESSONS.COM
Only 3 Snack Crisps LLC,2022320932,Only 3 Snack Crisps
Only Crowns NV LLC,2026334802,Only Crowns
Ontar Thai Cuisine LLC,2023322887,Ontar Thai Cuisine
Onyx Counseling LLC,2024330878,Onyx Counseling
Oolong LLC,2024330229,Coffee Religion
"Ooma, Inc.",2018307084,"Ooma, Inc."
Open Arms Counseling LLC,2025332775,Open Arms Pathways
"Open Home Professionals, Inc.",2021316349,"Open Home Professionals, Inc."
"OpenSided MRI of Henderson, LLC",2023321365,Henderson Medical Imaging
"Operation Hope, Inc. of Nevada",2021318259,"Operation Hope, Inc. of Nevada"
Opportunities in Urban Renaissance Television LLC AKA OurTV,2025332701,Opportunities in Urban Renaissance Television LLC AKA OurTV
"Opportunity Financial, LLC",2016302270,OppLoans
"Opti-Fit International, Inc.",2017304929,"Opti-Fit International, Inc."
Optic Gallery Henderson LLC,2016302200; 2016302331,Optic Gallery
Optic Gallery Horizon Ridge LLC,2023322486; 2023322487,Optic Gallery Horizon Ridge
Optic Gallery Seven Hills LLC,2014302609; 2014302608,Optic Gallery Seven Hills LLC
"Optic Gallery The District, LLC",2017304163; 2017304162,"Optic Gallery the District, LLC"
Optic Gallery Water St LLC,2019312948; 2019312949,Optic Gallery
"Optima Change Management, LLC",2024331148,Optima Healing and Recovery
Optimized Home Services LLC,2026336026,Optimized Home Services
OptimuMedicine LLC,2018308996,OptimuMedicine LLC
Optimum Energy Design LLC,2023322167,Optimum Energy Design LLC
Optimum Foods LLC,2024330264,Optimum Foods LLC
Optimum Services LLC,2026335193,Optimum Window Cleaning
"Option Funding, Inc.",2023323557,"Option Funding, Inc."
Optix Visual Solutions LLC,2026334565,A 1st Impression Electric Signs
"Optum Infusion Services 500, Inc.",2022319032,"Optum Infusion Services 500, Inc."
"Optum Medical Group (Rhodes), P.C.",2023323613; 2023329112; 2023329113; 2025333617,OptumCare Lung and Allergy Care; Urology Specialists of Nevada; OptumCare Cancer Care; Radiation Oncology Centers of Nevada
Opulent Investment Group LLC,2018307655,MD Healing Circles
Oracle Athletics LLC,2024331194,NYS
Oral and Maxillofacial Surgery Associates of Nevada,2021317023,Oral and Maxillofacial Surgery Associates of Nevada
OrangePath Financial Inc.,2023329347,Orangepath Financial inc
"Oren Iwanaga, Consulting LLC",2023322248,"Oren Iwanaga, Consulting LLC"
Organic Nail Lounge LLC,2019309941,Organic Nail Lounge
Organically White LLC,2026334568,We Whiten
Original Thai Spa LLC,2017300780,Siam Thai Spa and Massage
"Orozco Enterprises, LLC",2023323600,Saul's MX Kitchen
Ortal Bitton LLC,2023321797,Ortal Bitton LLC
"Ortho Sport & Spine Physicians of Nevada, PLLC",2024331230,Ortho Sport & Spine Physicians of Nevada PLLC
"Orthopaedic Institute of Henderson, L.L.P.",2021316292; 2005306632,OIH Physical Therapy; Orthopaedic Institute of Henderson
"Orthopedic Foot and Ankle Institute, LLC.",2025333315,"Orthopedic Foot and Ankle Institute, LLC."
"Orthosport Henderson/Green Valley, LLC",2007301713,Orthosport Physical Therapy
Ortiz Handyman LLC,2023322434,Ortiz Handyman LLC
"Oshlun, Inc.",2010301584,"Oshlun, Inc."
OsoLabs LLC,2026336070,OsoLabs LLC
Ostinato AI LLC,2025332113,Ostinato AI
Other Brothers LLC,2024331744,Plum Printing
Otium Mental Health Services L.L.C.,2022320510,Otium Mental Health Services L.L.C.
"Outfitter Satellite, Inc.",2020313521,"Outfitter Satellite, Inc."
"Outpost Ventures, LLC",2024331231,G Hotel
Outsource of Nevada Inc.,2015302917,Outsource of Nevada Inc.
Ovation Business Services,2008301007,Ovation Property Management
"Overnight Production, LLC",2016300499,"OVERNIGHT PRODUCTION, LLC"
"Oweis Union Village Modern Dentistry, PC",2021316475; 2021316461,UNION VILLAGE MODERN DENTISTRY; Union Village Kid's Dentistry
Owen Hambrook Tennis LLC,2001002498,Owen Hambrook Tennis
Owens and Lemay Law LLC,2025333448,Owens and Lemay Law LLC
Own It Moments LLC,2024329993,Own It Moments LLC
"Oxford Alloys, Inc.",2023322107,"Oxford Alloys, Inc."
OzFin Ventures LLC,2024330987,Waterless Toilet Shop
P & P Enterprises LLC,2026335479,Anytime Pool Service
P & T LLC,2025333019,Venice Nails
P + K ARCHITECTURE INC,2019311816,P + K ARCHITECTURE INC
P&G SMILES LLC,2021316033,P&G ORTHODONTICS
"P&L Sales Group, Inc.",2016301924,"P&L Sales Group, Inc."
P. SCINTA DESIGNS LLC,2012300368,P Scinta Designs
"P. STERLING KERR, ATTORNEY AT LAW, PROF.CORP.",2008300542,LAW OFFICES OF P. STERLING KERR
"P.F. Chang's China Bistro, Inc.",2004300424; 2004300423,P.F. Chang's China Bistro
"P1 Consulting, LLC",2024331144,"P1 Consulting, LLC"
"P3 COMMONWEALTH INNOVATION MSO, LLC",2025334448,"P3 COMMONWEALTH INNOVATION MSO, LLC"
"P3 Dental-Welebir, PC",2018309052; 2020313338; 2022320772,Whitney Ranch Dental; Green Valley Dental Group; Rose Family Dentistry
"P3 Health Group , LLC",2018307729,"P3 Health Group , LLC"
PAC RIM TRADERS OF NEVADA,2020315237; 2020315238,NAKATA MARKET OF JAPAN
"PACHECO, RAMON",2011301192,ARROW SHOPPING CART RETRIEVAL SERVICE
PACIFIC APPRAISAL LLC,2019309773,PACIFIC APPRAISAL LLC
PACIFIC DESIGN STUDIO LLC,2015302469,STUDIO G ARCHITECTURE
"PACIFIC EDGE WINE & SPIRITS OF NEVADA, INC.",2019310733,"PACIFIC EDGE WINE & SPIRITS OF NEVADA, INC."
PADILLAS MS CORPORATION,2020313597,J POOL SERVICE
PAIN CENTER OF HENDERSON L.L.C.,2017306454,Henderson Pain Center
"PAINTING AND DECORATING CONTRACTORS OF AMERICA, SOUTHERN NEV",2009301659,SOUTHERN NEVADA CHAPTER PDCA
PALMER KENNETH J,1994029945,KJP ENTERPRISES
PAM BY PAM L.L.C.,2011302258,PAM BY PAM L.L.C.
"PAM SQUARED AT LAS VEGAS, LLC",2023322267,PAM Health Rehabilitation Hospital of Henderson
"PANDHER, MANPREET KAUR",2013302376,M SMOKE SHOP
"PAOLUCCI, GEORGE",2005305315,"PAOLUCCI, GEORGE"
"PARAGON MEDICAL ASSOCIATES, LLC",2021315839,"PARAGON MEDICAL ASSOCIATES, LLC"
"PARK ANIMAL HOSPITAL, INC.",2019312854,PARK ANIMAL HOSPITAL
"PARK, PARK & BEADLE",2017304432,STORE YOUR STUFF
PARSONS ROCKS! LLC,2007300032,PARSONS ROCKS! LLC
"PARTSCO/NEVADA, L.C.",2023322345,"PARTSCO/NEVADA, L.C."
PASEO VERDE LITTLE LEAGUE,2018307196,Paseo Verde Little League
"PASSION PROGRAMS, INC.",2005302372,"PASSION PROGRAMS, INC."
"PASTA, LTD.",2010302748; 2010302747,PASTA SHOP
"PATEL'S THREADING & HENNA ART, INC.",2010302410,"PATEL'S THREADING & HENNA ART, INC."
"PATHWAYS THERAPY AND WELLNESS CENTER, LLC",2005305919,"PATHWAYS THERAPY AND WELLNESS CENTER, LLC"
PATRICIA L ARROYO,2017306562,"Arroyo, Patricia L"
PATRICIA'S CLEANING SERVICES LLC,2015301704,PATRICIA'S CLEANING SERVICES LLC
"PATRICK A. SIMONE, DDS, LTD.",2006300115,"PATRICK A. SIMONE, DDS, LTD."
"PATTI B'S HAIR ESCAPE, LLC",2010301700,"PATTI B'S HAIR ESCAPE, LLC"
"PAUL L. LACHANCE, MBA LLC",2020313688,"PAUL L. LACHANCE, MBA LLC"
"PAWS Health Partners, LLC",2022319749; 2022319750,Highlands Animal Care
"PAWS-A-TIVELY Purrfect, Ltd",2003302621,PAWS-A-TIVELY Purrfect
PB Henderson LLC,2020313278,PURE BARRE HENDERSON
"PBF MANUFACTURING COMPANY, INC.",2007301500,"PBF MFG. CO., INC"
"PBR Consulting Services, LLC",2015300032,"PBR Consulting Services, LLC"
"PC Don Dawson, LLC",2017304172,Don Dawson Court
PC Gamer LLC,2024330797,Everything PC
"PC Henderson Manor, LLC",2017304342,Henderson Manor
PC Paseo Del Prado LLC,2019312023,Paseo Del Prado Apartments
PCNA Consulting Group Inc.,2017304917,PCNA Consulting Group Inc.
PDA Consulting Engineers LLC,2016302333,PDA Consulting Engineers LLC
PECOS WIGWAM RESTAURANT CORP.,1993015973; 1993015974,RAE'S RESTAURANT & LOUNGE
"PEERLESS NETWORK OF NEVADA, LLC",2017305224,"Peerless Network of Nevada, LLC"
"PEG'S EASTERN, INC.",2017305266,Peg's Glorified Ham n Eggs
PENNY'S FOUNDATION,2019312465,PENNY'S FOUNDATION
"PEREZ, CESAR G.",2005304929,GROUND SUPPORT SERVICES
"PERRY ENTERPRISE, LLC",2010301961,"PERRY ENTERPRISE, LLC"
"PERRY, JAMES",2005300932,PERRY INVESTIGATIONS
"PETERSON BAKER, PLLC",2016302971,"PETERSON BAKER, PLLC"
"PETERSON, CLIFFORD",2004303056,CLIFFS MOBILE AUTO BODY
PETS R FAMILY TOO,2003300942,Pets R Family Too
"PETSUITES OF AMERICA, LLC",2022318366,HENDERSON PET RESORT
PF NV 375 N Stephanie LLC,2026334747,Project Function Henderson
PG Maldstar LLC,2025332948,Eagle Fire Protection and Hood Cleaning
"PGAL, LLC",2008301735,"PGAL, LLC"
PGF Group LLC,2025333727,Handel's Ice Cream
"PHANTOM FIREWORKS WESTERN REGION, LLC",2019310938,PHANTOM FIREWORKS
PHARMANET INC.,2010301670,PHARMANET INC.
PHO4REAL 5 LLC,2021318183,PHO4REAL 5
PHOENIX RISING THERAPY CENTER,2019310046,PHOENIX RISING THERAPY CENTER
PHOTOGRAPHY TEAM,2011302810,PREMIUM MOBILE PHOTOGRAPHY
"PICERNE PASSAGE II, LLC",2017305283,The Passage II by Picerne
"PIERCING PAGODA, INC.",1998039306,"PIERCING PAGODA, INC."
"PIERROT, PETRA A",2010302549; 2019312689,"PIERROT, PETRA A"
"PIMA DOOR & SUPPLY, INC.",2005303185,"PIMA DOOR & SUPPLY, INC."
"PINAL, BERTHA O",2016301507,AZTEC HOUSE CLEANING
PINK JEWEL DAISY LLC,2019311793,PINK JEWEL DAISY LLC
PINNACLE APPRAISAL SERVICE LLC,2016301468,PINNACLE APPRAISAL SERVICE LLC
PINNACLE PEAK POOL & LAWN SERVICE LLC,2014301898,PINNACLE PEAK POOL & LAWN SERVICE LLC
PITBULL PEST CONTROL INC.,2022321039,Pitbull Pest Control Inc.
PIZZA ROCK II LV LLC,2015300441; 2015300442,Slice House by Tony Gemignani
"PIZZARIELLO, NICHOLAS V",2009300681,IT'S JUST ME PEST CONTROL
"PJ Las Vegas, LLC",2007302233; 2007302523,Papa John's Pizza
PK ALWES NMD INC,2018308865,PK Alwes NMD Inc
PKJ Consulting LLC,2023323357,PKJ Consulting LLC
"PKW Enterprises, LLC",2018308271,Bella Kisse
PKWY District LLC,2018307344; 2018307343,PKWY District
PKWY Las Vegas LLC,2021315811; 2021315810,PKWY TAVERN
PKWY Marks LLC,2017300359; 2017300361,PKWY Tavern
PLANET KOALATEE LLC,2022320074,Planet Koalatee LLC
PLINTRON TECHNOLOGIES USA LLC,2019311660,PLINTRON TECHNOLOGIES USA LLC
PLK NV Inc.,2014302061; 2019310269,Popeyes Louisiana Kitchen #11730; Popeyes Louisiana Kitchen #12229
PLKB Destiny Holdings LLC,2026335467,PLKB Destiny Holdings LLC
PMCM Consulting Services LLC,2020315443,PMCM Consulting Services LLC
PMG CONSULTING LLC,2015301300,PMG CONSULTING LLC
"PMNV Las Vegas, LLC",2019311720; 2025333127,Paul Mitchell the School Las Vegas; Paul Mitchell The School Las Vegas
"PN2H2 Donut, Inc.",2024329726,Dunkin Inspirada
PNG Telecommunications,1998TC0339,PowerNet Global Communications
"PNH2 Donut, Inc.",2024331785,Dunkin Foothills
"POETRY PROMISE, INC.",2021317440,"POETRY PROMISE, INC."
POGO-Preschool on the Go LLC,2010301674,POGO-Preschool on the Go!
"POINT BLANK PROPS, INC.",2012310504,"POINT BLANK PROPS, INC."
POLICE ORDNANCE LLC,2018307988; 2018307987,POLICE ORDNANCE
"PONGRACIC, MARTHA A",2015302927,COLORFUL KREATIONS BY MARTHA
"POODLE CLUB OF LAS VEGAS, INC.",2011302253,"POODLE CLUB OF LAS VEGAS, INC."
"POOL CHLOR OF NEVADA, INC.",2005305760,"POOL CHLOR OF NEVADA, INC."
"POOL PRO'S, INC.",2005305736,"POOL PROS, INC."
POOL SERVICE PROS LLC,2019311471,POOL SERVICE PROS
"POOL STAR, LLC.",2016300099,"POOL STAR, LLC."
"POOL WHISPERER, INC.",2017305932,"Pool Whisperer, Inc."
"POPPED, LLC.",2011301944,POPPED
POSITIVE CHANGES DOG TRAINING INC,2020313293,POSITIVE CHANGES DOG TRAINING INC
"PPI Business Services, Inc.",2026335779,Payroll People Inc
"PREACH N' SING MINISTRY, INC.",2011301829,PREACH N' SING RECORDS
"PRECIOUS METALS REFINERY NV, INC.",2018306641; 2018306640,Precious Metals Refinery
"PRECISE LOGISTICS, LLC",2016302255,"PRECISE LOGISTICS, LLC"
PRECISION DESIGN GROUP,2012301545,PRECISION DESIGN GROUP
PREMIERTEK SOLUTIONS LLC,2018309408,PREMIERTEK SOLUTIONS LLC
PRESTIGE DENTAL INCORPORATED,2006302596,PRESTIGE DENTAL INCORPORATED
"PRESTIGE TRAVEL, INC",2000057230,PRESTIGE TRAVEL & CRUISES/AMERICAN EXPRESS
PRESTON Eugene WILLIAMS,2023323475,Gladys and Josephine Limited Edition Friendship Candles
"PRESTWOOD, GRADY",1995035956,GRADY'S SMOKED MEATS
"PREVENTIVE MEASURES SECURITY FIRM, LLC",2022321097,Preventive Measures Security Firm LLC
"PRIORITY BUILDING SERVICES, LLC",2014302846,"PRIORITY BUILDING SERVICES, LLC"
PRISM Care PLLC,2026334640,PRISM Care PLLC
"PRISM GLOBAL MANAGEMENT GROUP, LLC",2015301446,"PRISM GLOBAL MANAGEMENT GROUP, LLC"
PRIVET SAVVY TECHNOLOGIES LLC,2013302237,PRIVET SAVVY TECHNOLOGIES LLC
"PRO TAILOR, LLC",2008304543,PRO TAILOR
"PROFESSIONAL BROKERAGE WEST, INC.",2009300656,"PROFESSIONAL BROKERAGE WEST, INC."
"PROFESSIONAL COMPOUNDING CENTERS OF AMERICA, INC.",2013301911,PCCA (PROFESSIONAL COMPOUNDING CENTERS O
PROFESSIONAL PEST CONTROL LLC,2016300454,PROFESSIONAL PEST CONTROL LLC
"PROFESSIONAL PRACTITIONER SERVICES, INC.",2011301351,"PROFESSIONAL PRACTITIONER SERVICES, INC."
"PROGMATIC, INC.",2020314119,"PROGMATIC, INC."
"PROJECT DISBURSEMENT GROUP, INC.",2015302901,"PROJECT DISBURSEMENT GROUP, INC."
PROTOGYM,2018309148,PROTOGYM
"PROUD ORTHODOX CHRISTIAN, INC.",2012301281,"PROUD ORTHODOX CHRISTIAN, INC."
PROVENTUS PLACE,2015301926,PROVENTUS PLACE
PS Advisors LLC,2024330419,PS Advisors LLC
PS Las Vegas Rainbow Eastern LLC,2025332179,Public Storage
"PS ORANGECO, INC.",2015300260,PS ORANGECO
"PST-Civil Processing Plus, LLC",2025333223,"PST-Civil Processing Plus, LLC"
PSYCHED FITNESS L.L.C.,2018309647,PSYCHED FITNESS L.L.C.
"PSYCHIC EYE BOOK SHOPS, INC.",1999047406,PSYCHIC EYE BOOK SHOPS
"PTV1, INCORPORATED",2003305050,HOME HEALTH CARE SPECIALISTS
"PUERTO RICAN ASSOCIATION OF LAS VEGAS, THE",2011301136,PUERTO RICAN ASSOCIATION OF LAS VEGAS
PURE TONIC CONCENTRATES LLC,2016300963,PURE TONIC CONCENTRATES LLC
"PURVIS, ALLEN D.",2008302931,AMERICAN LANDSCAPE SERVICE
"PUTNAM, MELVIN & CAMI",1998038643,Vision Studio
"PYROTECNICO F/X, LLC",2015302838,"PYROTECNICO F/X, LLC"
Pa Q Pikes Colombian Foods LLC,2025333236,La Callejera
Pablo Alarcia,2025331973,South Valley Pest Control
Pablo Gonzalez,2020313110,Peje Janitorial Services
Pacesetters International,2011301042,Pacesetters International
"Pacific 2 AZ, L.L.C.",2026334866,Pacific Manor Apartments
"Pacific Coast Supply, LLC",2015303164,Pacific Supply
"Pacific Dental Services, LLC",2017300055; 2016301474,"Pacific Dental Services, LLC"
"Pacific Home Loans, Inc.",2024331171,Pacific Home Loans
Pacific Mechanical Supply,1800039600,Pacific Mechanical Supply
Pacific Pines 4 Limited Partnership,2012300486,Pacific Pines 4 Senior Apartments
Pacific Pines II Limited Partnership,2017305776,Pacific Pines II Senior Apartments
Pacific Pines III Limited Partnership,2017305777,Pacific Pines III Senior Apartments
Pacific Pines Limited Partnership,2006303704; 2005300624,Pacific Pines Senior Apartments
"Pacific Rim, Inc.",2017306418,P.R.I.
Pacific Sales & Dist. LLC,2022320749,Pacific Sales & Dist. LLC
"Pacific Secured Equites, Inc",2026335188,"Pacific Secured Equites, Inc"
Pacific Sunwear Stores Corp.,1996040068,Pacific Sunwear # 185
Pacifica Cottages LLC,2015303265,Cottages at Green Valley
"Pacifica Hosts, Inc.",2014301790; 2014301789; 2016300021; 2016300022; 2016300020; 2014302043; 2014302047; 2014302046; 2016300025; 2016300026; 2016300027,Residence Inn; Courtyard By Marriott; Westin Lake Las Vegas Resort and Spa
Pacifica Solevita LLC,2016300245,Pacifica Solevita LLC
"Padda Enterprises, Inc.",2021317451; 2021317453; 2021317452,7-Eleven Store #32780C
Paetec Communications,1997TC0866,Paetec Communications
Page Partners LLC,2025333511,Nationwide Freight Services
Page Psychological Services LLC,2024329407,Page Psychological Services LLC
"Page, Adrian",2018308690,The Art of Grooming
Paige Hixson MD PLLC,2025332651; 2025332721,Henderson Internal Medicine & Med Spa; Henderson Internal Medicine
"Pal's Enterprises, LLC",2023322747,Binyo' N Grill
PalAmerican Security Inc,2020313275,PALAMERICAN SECURITY
Palafox Buen LLC,2022320558,Senior Sanctuary Group Home
Pallavi C. Rao,2020313675,HAUDU CLINICAL
"Palm Mortuary, Inc.",2001301143,Palm Mortuary - Henderson
"Palm Smoke and Gifts, Inc.",2023321384,Palm Smoke and Gifts
Palms Suites LLC,2019311275,My Salon Suite
Paloma Itzel Haas,2025334211; 2025334244,Mojave Desert Studio
Palomita's 4 Corporation,2017304784,Fausto's Mexican Grill #3
Palomo Enterprises Inc,2025333874,Hallmark Homecare
Pamela Ann School of Dance LLC,2025334016,Legacy Dance
Pamela Gorsuch,2025332202,Munchies Cookie Company
Pamela Joy Henderson,2026335761,Prana Sanctuary
Pampered Pet Care LLC,2005306440,Pampered Pet Care LLC
Panchalee Jones,2021318051,Panchalee  Jones
Pancoast Law Chtd.,2023321421,Pancoast Law Chtd.
"Panda Express, Inc.",2002302316; 2001301714; 2006305355; 2003303067; 2000057083; 1999046505; 2004301217; 1996040201,Panda Express
"Pandora Ventures, LLC",2022320076; 2026335659,"Pandora Ventures, LLC; Pandora"
Pandorica Imaging LLC,2023322962,Pandorica Headshot Studio
Pane Latte LLC,2026335206; 2026335207,Torino Cafe
Pantaleon Sanchez-Montiel,2025331984,L&L Gardening Services
"Panthera Interactive, LLC",2012310182,"Panthera Interactive, LLC"
Papas Handyman LLC,2025332629,Papas Handyman LLC
Paradise Touch Pool Service L.L.C.,2017304516,Paradise Touch Pool Service
